,temp,location,clouds,pressure,rain,time_stamp,humidity,wind
5458,38.4,3,1.0,1019.03,0.0049,1543744374,0.91,2.89
5459,38.6,4,1.0,1019.06,0.0051,1543744374,0.91,3.07
5460,38.59,5,1.0,1019.06,0.0051,1543744374,0.91,3.05
5461,38.64,6,1.0,1019.07,0.0051,1543744374,0.91,3.07
5462,38.54,7,1.0,1019.06,0.0051,1543744374,0.91,3.03
5463,38.45,8,1.0,1019.04,0.0049,1543744374,0.91,2.94
5464,38.57,9,1.0,1019.05,0.005,1543744374,0.91,3.08
5465,38.5,10,1.0,1019.05,0.0041,1543744374,0.91,3.03
5466,38.49,11,1.0,1019.06,0.005,1543744374,0.91,3.01
5467,38.28,2,1.0,1005.26,0.003,1545032701,0.91,10.45
5468,38.06,3,1.0,1005.24,0.003,1545032701,0.92,10.51
5472,38.29,7,1.0,1005.2,0.002,1545032701,0.92,10.75
5473,38.12,8,1.0,1005.21,0.003,1545032701,0.92,10.6
5539,44.56,1,0.91,1009.02,0.0032,1543268109,0.86,9.42
5540,44.52,2,0.91,1008.99,0.0052,1543268109,0.86,9.3
5542,44.6,6,0.92,1009.04,0.003,1543268109,0.86,9.46
5543,44.39,10,0.91,1009.02,0.003,1543268109,0.86,9.48
5544,42.63,5,0.91,1014.85,0.003,1543241108,0.9,2.23
5545,42.67,6,0.91,1014.85,0.003,1543241108,0.9,2.23
5546,42.26,9,0.91,1014.84,0.0021,1543241108,0.92,2.24
5583,44.58,0,0.97,1007.95,0.011,1543272100,0.88,9.56
5584,44.58,1,0.97,1007.97,0.017,1543272100,0.88,9.57
5585,44.49,2,0.97,1007.93,0.0103,1543272100,0.88,9.42
5586,44.43,3,0.97,1007.92,0.0077,1543272100,0.88,9.49
5587,45.52,4,0.97,1007.98,0.0137,1543272100,0.84,9.68
5588,44.62,5,0.97,1007.99,0.0227,1543272100,0.87,9.61
5589,44.66,6,0.97,1008.0,0.024,1543272100,0.87,9.63
5590,44.57,7,0.97,1007.99,0.0253,1543272100,0.88,9.57
5591,44.44,8,0.97,1007.93,0.0067,1543272100,0.88,9.56
5592,45.49,9,0.97,1007.97,0.011,1543272100,0.84,9.7
5593,44.52,10,0.97,1007.97,0.011,1543272100,0.88,9.65
5594,44.53,11,0.97,1007.98,0.0217,1543272100,0.88,9.57
5623,44.32,0,1.0,1003.12,0.1144,1543284922,0.9,13.64
5624,44.11,3,1.0,1003.08,0.117,1543284922,0.91,13.58
5625,44.25,7,1.0,1003.18,0.1408,1543284922,0.91,13.66
5630,42.68,0,1.0,1015.04,0.024,1543758774,0.93,7.68
5631,42.63,1,1.0,1015.04,0.0241,1543758774,0.93,7.66
5632,42.57,2,1.0,1015.03,0.0249,1543758774,0.93,7.71
5633,42.72,3,1.0,1015.03,0.0249,1543758774,0.93,7.7
5634,42.86,4,1.0,1015.05,0.025,1543758774,0.92,7.64
5635,42.71,5,1.0,1015.05,0.025,1543758774,0.93,7.65
5636,42.73,6,1.0,1015.05,0.025,1543758774,0.93,7.64
5637,42.74,7,1.0,1015.05,0.025,1543758774,0.93,7.66
5638,42.78,8,1.0,1015.03,0.025,1543758774,0.92,7.68
5639,42.9,9,1.0,1015.05,0.025,1543758774,0.92,7.64
5640,42.77,10,1.0,1015.04,0.0241,1543758774,0.93,7.65
5641,42.7,11,1.0,1015.05,0.0241,1543758774,0.93,7.66
5705,42.24,0,0.89,1012.49,0.0801,1545000301,0.77,10.94
5706,42.11,5,0.89,1012.47,0.0431,1545000301,0.77,11.18
5707,42.13,6,0.89,1012.51,0.0391,1545000301,0.77,11.09
5708,41.89,10,0.89,1012.49,0.0622,1545000301,0.78,11.09
5709,39.01,0,0.99,1018.26,0.033,1543747974,0.92,5.22
5710,38.99,1,0.99,1018.26,0.0343,1543747974,0.92,5.25
5711,38.93,2,0.99,1018.25,0.0457,1543747974,0.92,5.12
5712,38.86,3,0.99,1018.25,0.04,1543747974,0.93,5.16
5713,41.34,4,0.99,1018.26,0.034,1543747974,0.84,5.31
5714,39.04,5,0.99,1018.27,0.0371,1543747974,0.92,5.29
5715,39.08,6,0.99,1018.27,0.037,1543747974,0.92,5.3
5716,39.0,7,0.99,1018.27,0.0373,1543747974,0.92,5.26
5717,38.89,8,0.99,1018.25,0.0336,1543747974,0.93,5.21
5718,41.34,9,0.99,1018.26,0.0329,1543747974,0.84,5.32
5719,38.95,10,0.99,1018.26,0.0331,1543747974,0.93,5.28
5720,38.95,11,0.99,1018.27,0.0354,1543747974,0.92,5.25
5767,44.04,11,1.0,998.21,0.0089,1543297499,0.9,14.69
5769,42.32,1,0.9,1018.8,0.0109,1544978702,0.74,9.6
5770,42.32,2,0.92,1018.89,0.0259,1544978702,0.73,9.23
5771,42.19,3,0.91,1018.76,0.0209,1544978702,0.75,9.48
5772,42.63,4,0.9,1018.8,0.007,1544978702,0.73,9.7
5773,42.35,7,0.91,1018.92,0.01,1544978702,0.73,9.44
5774,42.38,8,0.93,1018.89,0.014,1544978702,0.73,9.36
5775,42.28,11,0.89,1018.8,0.01,1544978702,0.74,9.61
5851,38.42,0,0.5,997.95,0.002,1543457359,0.7,10.33
5852,38.38,1,0.49,997.93,0.002,1543457359,0.7,10.38
5855,38.71,4,0.5,997.92,0.002,1543457359,0.69,10.5
5856,38.37,5,0.49,997.92,0.002,1543457359,0.7,10.45
5857,38.4,6,0.49,997.91,0.002,1543457359,0.7,10.48
5858,38.32,7,0.49,997.92,0.002,1543457359,0.7,10.41
5860,38.65,9,0.5,997.93,0.002,1543457359,0.7,10.51
5861,38.22,10,0.5,997.93,0.002,1543457359,0.71,10.44
5862,38.27,11,0.49,997.92,0.002,1543457359,0.7,10.4
5947,39.16,2,1.0,1019.5,0.03,1543740781,0.86,3.89
5948,41.35,2,0.96,991.49,0.003,1543428127,0.63,9.47
5949,41.37,3,0.96,991.49,0.003,1543428127,0.63,9.48
5950,41.48,9,0.95,991.47,0.0029,1543428127,0.62,9.53
5999,42.4,2,0.87,1012.42,0.0994,1545000304,0.77,10.94
6008,44.02,1,0.98,1005.98,0.1722,1543280352,0.9,9.96
6009,43.87,8,0.98,1005.92,0.141,1543280352,0.91,9.87
6114,41.08,2,1.0,988.91,0.0033,1543331720,0.88,11.92
6115,41.17,3,1.0,988.93,0.003,1543331720,0.88,11.93
6120,41.21,8,1.0,988.93,0.0023,1543331720,0.88,11.96
6251,39.5,0,1.0,1018.07,0.0301,1543751574,0.92,5.38
6252,39.47,1,1.0,1018.08,0.0291,1543751574,0.92,5.4
6253,39.43,2,1.0,1018.07,0.0269,1543751574,0.92,5.3
6254,39.38,3,1.0,1018.06,0.0299,1543751574,0.92,5.33
6255,39.63,4,1.0,1018.08,0.0345,1543751574,0.91,5.46
6256,39.53,5,1.0,1018.09,0.0292,1543751574,0.92,5.43
6257,39.57,6,1.0,1018.09,0.0302,1543751574,0.92,5.44
6258,39.51,7,1.0,1018.09,0.028,1543751574,0.92,5.41
6259,39.41,8,1.0,1018.06,0.0331,1543751574,0.92,5.37
6260,39.62,9,1.0,1018.08,0.0376,1543751574,0.92,5.47
6261,39.47,10,1.0,1018.08,0.0333,1543751574,0.92,5.43
6262,39.46,11,1.0,1018.09,0.0281,1543751574,0.92,5.41
